username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BroTeamPill;2016-02-10 07:37;0;3;"@CreamyKitty1 australian does not remember national anthem ok friend I guess I will be calling the koala cops";;@CreamyKitty1;;"697157415645614081";https://twitter.com/BroTeamPill/status/697157415645614081
briananicole023;2016-02-09 19:12;0;1;"How did I even start calling Abraham koala ?! Lmao";;;;"696969790942896132";https://twitter.com/briananicole023/status/696969790942896132
ShannonGLarkin;2016-02-09 12:05;0;1;"@FEENEYxoxo forever calling me a koala had to give you some evidence";Birmingham, England;@FEENEYxoxo;;"696862551158734848";https://twitter.com/ShannonGLarkin/status/696862551158734848
MissyLajas;2016-02-08 15:02;0;0;"4am and my bestfriend be calling me a Koala";;;;"696544640250617856";https://twitter.com/MissyLajas/status/696544640250617856
maccin_koala;2016-02-08 08:31;0;0;"Picked up a shift for tmmw. calling my name";;;;"696446272987885569";https://twitter.com/maccin_koala/status/696446272987885569
tatertot710;2016-02-04 12:57;1;1;"Happy birthday @chayssse thanks for calling me a koala";;@chayssse;;"695063596544442368";https://twitter.com/tatertot710/status/695063596544442368
obeyy_izzie;2016-02-04 12:20;2;3;"Can't handle your own bullshit then why start it ? Stop calling people a Dog and Koala . If you gotta say shit say it.";;;;"695054411479912449";https://twitter.com/obeyy_izzie/status/695054411479912449
Koala_Cube;2016-02-04 10:54;0;0;"Bed's a calling . Zzzzzzzz :)";;;;"695032747836993536";https://twitter.com/Koala_Cube/status/695032747836993536
KitMencha;2016-02-03 23:35;1;2;"ATTN World: koalas aren't bears, stop calling them " koala bears" Sincerely, Strayans";;;;"694861715410780160";https://twitter.com/KitMencha/status/694861715410780160
wxxzi_;2016-02-01 20:45;0;0;"Who are you calling koala https:// twitter.com/DF_SVTHOSHI/st atus/694093981378961409 ";;;;"694094306982768642";https://twitter.com/wxxzi_/status/694094306982768642
sansamour20;2016-01-31 09:23;0;2;"dont mind me im just trying to embrace my hannigram calling here quietly cause i miss my show </3 http:// tmblr.co/ZwmiDr1-QVaEY @koala _nose";;@koala;;"693560237207343104";https://twitter.com/sansamour20/status/693560237207343104
hughesanna96;2016-01-31 06:53;0;3;"I had a thing on timehop the other day about something I said. It was about making a crossbreed of a manatee and koala . Calling it koala -tee";;;;"693522358640865280";https://twitter.com/hughesanna96/status/693522358640865280
FunnyKoalas;2016-01-31 04:58;0;2;"Jada keep calling me koala and it's really annoying !";;;;"693493527049822210";https://twitter.com/FunnyKoalas/status/693493527049822210
closeasirwiin;2016-01-28 08:12;0;1;"haters be like: OMG CALUM STOP CALLING US "HUMANS" YOU ARE SO RACIST MAYBE I AM NOT A HUMAN??? MAYBE IM A KOALA ??? YOU ARE SO RUDE";;;;"692455173411708931";https://twitter.com/closeasirwiin/status/692455173411708931
JulianneHcugh;2016-01-27 14:09;0;0;"@FakingTveit Finally found my calling . I should be a koala .";;@FakingTveit;;"692182595522666496";https://twitter.com/JulianneHcugh/status/692182595522666496
koala_eyes;2016-01-27 13:05;1;1;"@Dalendotlich are you calling me a kid bc Im 5'1";;@Dalendotlich;;"692166524560359424";https://twitter.com/koala_eyes/status/692166524560359424
shanni_pocky;2016-01-25 15:10;0;0;"@AusSquad5SOS @Ashton5SOS @Calum5SOS I was about to say 'we have koalas' and then got annoyed at myself for almost calling them koala bears";;@AusSquad5SOS @Ashton5SOS @Calum5SOS;;"691473241211154432";https://twitter.com/shanni_pocky/status/691473241211154432
Koala_Bear_Swag;2016-01-24 23:00;0;0;"The night is young and the moon is calling";;;;"691229012132102144";https://twitter.com/Koala_Bear_Swag/status/691229012132102144
isabellasgraham;2016-01-23 08:59;0;1;"@KaylaJeanettee and I'm calling you a baby koala";;@KaylaJeanettee;;"690655066865336320";https://twitter.com/isabellasgraham/status/690655066865336320
CaitlynDanna7;2016-01-20 08:52;0;1;"@ShannJordan you fucking prick you was calling my boyfriend a gay twat well you little baby koala fight me ya cheeky gimp";;@ShannJordan;;"689566018507767808";https://twitter.com/CaitlynDanna7/status/689566018507767808
KarlaThe_Koala;2016-01-19 12:31;0;1;"Richard needs to stop calling me "shawty" I hate that word. I don't even recognize him";;;;"689258866089955329";https://twitter.com/KarlaThe_Koala/status/689258866089955329
_aa98_;2016-01-19 05:12;0;0;": don't really know you but with time inshallah oh and thank for calling him koala";;;;"689148272192151552";https://twitter.com/_aa98_/status/689148272192151552
PowerfulPug;2016-01-18 13:34;0;4;"I'm gonna start a campaign to stop everyone calling koalas ' Koala bears' #theyarejustkoalas";;;#theyarejustkoalas;"688912324199989248";https://twitter.com/PowerfulPug/status/688912324199989248
15tweak;2016-01-18 05:46;0;1;"@princessraaf you calling me a koala ?";;@princessraaf;;"688794413858856960";https://twitter.com/15tweak/status/688794413858856960
rob_o_parsons;2016-01-14 00:36;0;3;"@LittleMcGeorge @Jo_Forty @1StevieKilner who you calling a koala trollop...";;@LittleMcGeorge @Jo_Forty @1StevieKilner;;"687266902549368833";https://twitter.com/rob_o_parsons/status/687266902549368833
hlnbee;2016-01-13 22:45;0;0;"Instead of calling Lacie's screaming a banshee noise we could start calling it the Koala noise. Much more Australi http:// ift.tt/1Pr3VMV";;;;"687238993411485696";https://twitter.com/hlnbee/status/687238993411485696
_bvckyy;2016-01-12 15:52;0;0;"bitch wants to get at me calling a horse BITCH how, i got the softest features call me koala or something";;;;"686772818072084480";https://twitter.com/_bvckyy/status/686772818072084480
mamilne98;2016-01-11 06:06;1;1;"@smashed_ koala they're not calling you "fat", they're calling you "phat", they think you're hella cool";;@smashed_;;"686262923950292992";https://twitter.com/mamilne98/status/686262923950292992
kjmnamjoonie;2016-01-10 12:36;1;1;"i feel weird abt bri calling taehyung her koala bc my whole family calls me that";;;;"685998579106746369";https://twitter.com/kjmnamjoonie/status/685998579106746369
LashViolet;2016-01-10 11:00;0;1;"Skype calling koala do it too mine is vipsygargirl16";;;;"685974526228697088";https://twitter.com/LashViolet/status/685974526228697088
SageyK3;2016-01-09 03:27;0;0;"Sad to say, I kept calling lil homie a bitch just because he let that bigger koala play him twice. Fuck ass nigga. https:// twitter.com/MoDroJoJo/stat us/685491449874505728 ";;;;"685498155727622144";https://twitter.com/SageyK3/status/685498155727622144
Ijustbchilln;2016-01-08 21:07;1;2;"Just watched 2 koala bears fight for a tree. I'm calling it a night . Still makes no sense";;;;"685402352765898753";https://twitter.com/Ijustbchilln/status/685402352765898753
Chuiie_;2016-01-06 07:38;0;0;"@GirlProdigyX I'm not that type of person lol I hate calling people by nicknames unless its like Koala cause he is BabyCheeks.";;@GirlProdigyX;;"684474025368764416";https://twitter.com/Chuiie_/status/684474025368764416
TKapyamba;2016-01-06 05:39;1;3;"rude y'all want me to start calling Liam kangaroo because he's going to Australia with cousin Koala ? dang fam! #BoldandBeautiful";Houston, TX;;#BoldandBeautiful;"684444128193585152";https://twitter.com/TKapyamba/status/684444128193585152
Y00NMINH0PE;2016-01-06 00:51;0;0;"im calling jimin a penguin before, but he's a koala nowwww cutie";;;;"684371565790801920";https://twitter.com/Y00NMINH0PE/status/684371565790801920
GPNaturePhotos;2016-01-05 14:50;0;0;"Calling For Love by GPNaturePhotos http:// etsy.me/1OSIhGx via @Etsy #Australian #nature #wildlife #Koala";;@Etsy;#Australian #nature #wildlife #Koala;"684220416546623488";https://twitter.com/GPNaturePhotos/status/684220416546623488
ilhamAnwarry_;2016-01-04 00:11;0;0;"Beach calling (at Pantai Koala ) [pic] https:// path.com/p/nJE1T";;;;"683636929359790080";https://twitter.com/ilhamAnwarry_/status/683636929359790080
helloimysmn;2016-01-03 14:13;0;0;"Fairy & ceah are the only two still calling me koala im----- :')))))))";;;;"683486269662298112";https://twitter.com/helloimysmn/status/683486269662298112
COCKLEBlDDY;2016-01-02 03:36;1;0;"CALLING ME PRINCESS ON THE OTHER HAND. dammit i'm getting goosebumps already. call me princess and I'll be a clingy lil koala";;;;"682963742875754496";https://twitter.com/COCKLEBlDDY/status/682963742875754496
_166sr;2015-12-31 15:50;0;1;"I swear if I ever find who it was that started calling ivy "Cousin Koala " I will fucking troll them #BoldandBeautiful";;;#BoldandBeautiful;"682423482039152640";https://twitter.com/_166sr/status/682423482039152640
Koala_Dunn;2015-12-30 14:31;0;0;"Caught between calling in tomorrow or working another 14 hour shift";;;;"682041378977648641";https://twitter.com/Koala_Dunn/status/682041378977648641
DayDreamThis;2015-12-30 05:41;0;0;"Steffy stans never like Steffy being independent. Always calling help. Liam, Wyatt, Quinn. Queen Koala is here to stay. #BoldandBeautiful";;;#BoldandBeautiful;"681907880258310144";https://twitter.com/DayDreamThis/status/681907880258310144
SERG1O_D;2015-12-27 14:50;0;1;"I'm calling it early. The #Lorne fires injured Koala is a fraud invented by the media.";;;#Lorne;"680958952310349824";https://twitter.com/SERG1O_D/status/680958952310349824
StephanieAudrey;2015-12-27 04:01;0;1;"Him calling me a fashion icon + being 700% okay with me koala hugging him and remembering me in Memphis https:// twitter.com/sykesftconnor/ status/680779793781121024 ";;;;"680795565186256898";https://twitter.com/StephanieAudrey/status/680795565186256898
StampAddicts;2015-12-24 01:28;0;0;"They are calling this 'the koala ' #holidayfun pic.twitter.com/deGUcVl1Bv";;;#holidayfun;"679669979915128832";https://twitter.com/StampAddicts/status/679669979915128832
okaysamokay;2015-12-23 17:08;0;1;"@jasmine_j7 and then there's Christian calling me Koala .";;@jasmine_j7;;"679544060898447361";https://twitter.com/okaysamokay/status/679544060898447361
VoicelessNews;2015-12-22 16:18;13;5;"RSPCA calling for ban on new koalas after emaciated animals found at Koala Park http://www. dailytelegraph.com.au/newslocal/the- hills/rspca-calling-for-ban-on-new-koalas-after-emaciated-animals-found-at-koala-park/story-fngr8i1f-1227684411969 ";;;;"679169161998688256";https://twitter.com/VoicelessNews/status/679169161998688256
MaxwellVerdiCAW;2015-12-21 15:40;0;1;"yo blame yourself im still waiting on you i heard you're playing with koala balls im fuckin calling peta on you https:// twitter.com/ARevolutionGuy /status/678774817030455297 ";;;;"678797193168461824";https://twitter.com/MaxwellVerdiCAW/status/678797193168461824
fvckingposey;2015-12-21 13:11;0;0;"my mum keeps calling me koala #stop";;;#stop;"678759693389422593";https://twitter.com/fvckingposey/status/678759693389422593
QueerOfTheSouth;2015-12-19 15:08;0;1;"Why you calling him a Koala Bear? Honey, that's nothing but forehead.";;;;"678064437639688192";https://twitter.com/QueerOfTheSouth/status/678064437639688192
leakcarti;2015-12-18 14:48;0;1;"mikaela gone stop calling me a diseased ridden koala";;;;"677696875089289223";https://twitter.com/leakcarti/status/677696875089289223
MasonBrokaw;2015-12-16 17:01;0;2;"I have no idea why people started calling me a koala at work";Trenton, OH;;;"677005731653148672";https://twitter.com/MasonBrokaw/status/677005731653148672
Nigel_Lake;2015-12-16 14:11;0;0;"#GOPDebate now calling for Vladimir Putin to be shirt-fronted. In Australia, this lead to a photo op with a Koala Bear...";;;#GOPDebate;"676962841224749056";https://twitter.com/Nigel_Lake/status/676962841224749056
LuceroG19537221;2015-12-16 14:09;0;0;"Ima be calling you my koala berry";;;;"676962255121080322";https://twitter.com/LuceroG19537221/status/676962255121080322
Koala_Kenny;2015-12-14 10:15;0;0;"No that's on musgrave for calling a bs play should've been a run https:// twitter.com/kali_grown_/st atus/676178172505808896 ";;;;"676178605001445376";https://twitter.com/Koala_Kenny/status/676178605001445376
vickxz_;2015-12-13 21:19;0;2;"@kavvj @BBAnimals so are u calling me a koala :-)";;@kavvj @BBAnimals;;"675983272225153024";https://twitter.com/vickxz_/status/675983272225153024
TerrazasValerie;2015-12-13 17:01;0;1;"@jcduran43 @CynthiaTerraza1 Cynthia can you tell us why they started calling you koala bear";;@jcduran43 @CynthiaTerraza1;;"675918568714854400";https://twitter.com/TerrazasValerie/status/675918568714854400
Vagabond_Koala;2015-12-13 07:02;0;1;"10 months of breathing room And still some nights I dream of you Calling out the nicknames I made In hopes that things will be the same";;;;"675767703060221952";https://twitter.com/Vagabond_Koala/status/675767703060221952
xEllenShix;2015-12-11 19:30;0;2;"Can people stop calling koalas " koala bears" they are not bears they are marsupials PLS";;;;"675231078139973632";https://twitter.com/xEllenShix/status/675231078139973632
yamineftis;2015-12-10 02:04;0;0;"RT) definitely his face while calling Koala after Luffy left Corrida Colosseum";;;;"674605532544679937";https://twitter.com/yamineftis/status/674605532544679937
AfifahAhmar;2015-12-08 22:28;0;0;"@mintgreyy im going to start calling junhyung the koala lol hahahah";;@mintgreyy;;"674188869529559040";https://twitter.com/AfifahAhmar/status/674188869529559040
zackrules3;2015-12-08 01:09;0;0;"@antoniobrown84 with the Koala Bear (thats what im calling it) https://www. instagram.com/p/-_lBv8EAAj20 KigG7ZMgC9Ga-F5kmzL54F_100/ ";Pittsburgh, PA;@antoniobrown84;;"673866849415790592";https://twitter.com/zackrules3/status/673866849415790592
squidicide;2015-12-06 18:54;2;2;"@sir_eyebrows one time this person on this fucking shit site kept calling me koala and u reminded me of it you ass pic.twitter.com/CqJ9N0isSu";;@sir_eyebrows;;"673410173327826944";https://twitter.com/squidicide/status/673410173327826944
DoctorsWolf;2015-12-04 06:29;0;0;""*LOLing* Can you stop calling me a rainbow koala ?" Can you stop terrorizing me with your singing of Broadway songs?";;;;"672497805370507264";https://twitter.com/DoctorsWolf/status/672497805370507264
DUEndeavours;2015-12-03 11:00;0;0;"At @HabitatWildlife , hang with a #koala , take a #quokkaselfie , learn about loads of wildlife calling #Australia home pic.twitter.com/L8W1O1vRmn";;@HabitatWildlife;#koala #quokkaselfie #Australia;"672203679030747137";https://twitter.com/DUEndeavours/status/672203679030747137
kickass_koala;2015-12-03 01:35;0;1;"@LaurenGallaway Totally calling it, since Coulson didnt use his shute its going to come in handy soon :P Atleast it looked like he didnt ?";Sydney, New South Wales;@LaurenGallaway;;"672061573054115842";https://twitter.com/kickass_koala/status/672061573054115842
Koala_Steamed;2015-12-02 21:28;0;0;"I liked a @YouTube video from @sethbling http:// youtu.be/sMH3wLuR9f0?a Verizon Web Browser and Video Calling in Minecraft (w/";;@YouTube @sethbling;;"671999353750478848";https://twitter.com/Koala_Steamed/status/671999353750478848
smashed_koala;2015-11-29 18:56;0;2;"Wtf is a scrub and why does my little cousin keep calling me one";;;;"670874050575532032";https://twitter.com/smashed_koala/status/670874050575532032
magicofmassacre;2015-11-27 20:39;0;0;"Sabo: you know Koala ??? Luka: yes and she keeps calling you a nerd";;;;"670175026780512256";https://twitter.com/magicofmassacre/status/670175026780512256
BiIIyLoomis;2015-11-27 03:37;1;1;"Tricia is so cute i love i. Hope they never stop calling me koala";;;;"669917993724452864";https://twitter.com/BiIIyLoomis/status/669917993724452864
CullenGardepe;2015-11-25 14:34;0;0;"Well I officially have people irl calling me Koala . My transformation is nearly complete?";;;;"669358417765601280";https://twitter.com/CullenGardepe/status/669358417765601280
chibi_koala;2015-11-24 13:28;0;0;"got a feeling that im goin under but i know that i ll mak If i quit calling you my lover move on...... sambung!! http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO7A66AD7JARRXZ6RCP7D7SLNZN62VWZGZKLFJGMYRR2L2YPKFYOAYUWOPQT3UY7C65IGTZ3JGBAUUIAPR2ICZXQSK7VB2KC6IF7QKUP5UTXTXXJSBY343NHHGMVJSPAYQR66HBWXZUY2PTVL6DKWHX6AUXIDJXGDZXP5VB2JYXAWJQOC=== ";;;;"668979374742478848";https://twitter.com/chibi_koala/status/668979374742478848
Raina_Storm;2015-11-21 19:39;1;3;"Chris just keeps calling me a koala wtf";;;;"667985687728156673";https://twitter.com/Raina_Storm/status/667985687728156673
gureumx;2015-11-21 16:37;0;0;"lulu and her obsession in calling ber a koala";;;;"667939801635557376";https://twitter.com/gureumx/status/667939801635557376
kickass_koala;2015-11-19 13:41;0;0;"Olivers campaign manager is the real Damien Dahrk! Baby faced, communications expert, in the shadows, may be wrong but im calling it #Arrow";Sydney, New South Wales;;#Arrow;"667170881718775808";https://twitter.com/kickass_koala/status/667170881718775808
LismoreCouncil;2015-11-18 09:27;0;1;"We are calling for expressions of interest from local landholders who wish to restore koala habitat on their... http:// fb.me/4pZPovVzm";;;;"666744547762802688";https://twitter.com/LismoreCouncil/status/666744547762802688
evafialho_;2015-11-15 07:50;0;0;"goes from calling me a Koala to asking me favours ..true pic.twitter.com/O2JeGazDTr";;;;"665632958490009608";https://twitter.com/evafialho_/status/665632958490009608
hotaruus;2015-11-14 15:03;0;0;"if koala starts calling sabo a nerd it'll make ace so happy";;;;"665379584657854465";https://twitter.com/hotaruus/status/665379584657854465
CantGuessThis;2015-11-14 09:07;0;0;"@Syrus_blaQue are u calling me a koala ?";;@Syrus_blaQue;;"665289989232676868";https://twitter.com/CantGuessThis/status/665289989232676868
treasuredvocals;2015-11-14 02:13;0;0;""FEEL YOU ON MY NECK WHILE IM CALLING A TAXI CLIMBING OVER ME WHILE I CLIMB IN THE BACKSEAT" I HAVE WEIRD IMAGINATIONS WAS HE WITH A KOALA";;;;"665185766658588672";https://twitter.com/treasuredvocals/status/665185766658588672
WildBoysMinYoon;2015-11-13 11:12;53;33;"MinYoon calling each other a sloth and a koala haha! I can totally see it! Both cuddly creatures! pic.twitter.com/Yv6RnzM85A";;;;"664958960827502593";https://twitter.com/WildBoysMinYoon/status/664958960827502593
willprice1112_;2015-11-13 09:30;0;0;"Calling it now, @misJORGIEPORTER will have to eat 3 kangaroo testicles, 2 koala penises and a emu bum in the jungle #ImACeleb";;@misJORGIEPORTER;#ImACeleb;"664933232513806338";https://twitter.com/willprice1112_/status/664933232513806338
7clarii;2015-11-13 04:36;1;1;"The force is calling to you @Seba_ Koala Embrace it!";;@Seba_;;"664859402332061696";https://twitter.com/7clarii/status/664859402332061696
aestheticalhes;2015-11-12 12:05;0;0;"this is why i like calling him my little koala bear pic.twitter.com/FnPhtjbut8";;;;"664610000438870017";https://twitter.com/aestheticalhes/status/664610000438870017
ApprovedSniper;2015-11-12 00:07;0;3;"So i called amazon about why my code " koala " isnt working, they told me to stop calling or they would give me a fine...";;;;"664429158827761664";https://twitter.com/ApprovedSniper/status/664429158827761664
Mephtrix;2015-11-11 16:10;0;0;"But seriously folks,that koala won't stop calling .";;;;"664309120346906629";https://twitter.com/Mephtrix/status/664309120346906629
EEB_Flow;2015-11-11 08:45;0;1;"Culling Koala 's for Conservation: Guest post by Stefanie Thibert, who iscurrently enrolled in the Professiona... http:// bit.ly/1WQ8q7N";;;;"664197095138562048";https://twitter.com/EEB_Flow/status/664197095138562048
mxstapotato;2015-11-11 02:03;0;0;"Calling you mama koala https:// twitter.com/lvblx/status/6 64095775517884416 ";;;;"664095968275488770";https://twitter.com/mxstapotato/status/664095968275488770
Seba_Koala;2015-11-10 10:29;0;0;"The force is calling to me";;;;"663860930229334016";https://twitter.com/Seba_Koala/status/663860930229334016
MarcoRiley2;2015-11-09 15:36;0;1;"@genesisandrea26 don't be calling me koala in public I don't like that";;@genesisandrea26;;"663575795630215168";https://twitter.com/MarcoRiley2/status/663575795630215168
MnlyBeach;2015-11-08 19:02;0;0;"Killing kangaroos to build a golf course on #Kangaroo Island. http:// tinyurl.com/nbnphmw #wildlife habitat #koala culling Australia";;;#Kangaroo #wildlife #koala;"663265229816643584";https://twitter.com/MnlyBeach/status/663265229816643584
smashed_koala;2015-11-08 16:18;0;1;"It kills me that kids are growing up calling people they don't even know things that they don't fully understand.";;;;"663224044209111040";https://twitter.com/smashed_koala/status/663224044209111040
smashed_koala;2015-11-08 16:16;0;1;"Do your parents know that you are calling people that?! Also why the hell do ur parents let you have free reign over Instagram ur a baby";;;;"663223617572868096";https://twitter.com/smashed_koala/status/663223617572868096
PierceNFools;2015-11-07 18:02;1;1;"I heard @Koala _Kenny calling me and I turn around and go "MY WHITE NIGGA KENNAAAAAAAYYY"";;@Koala;;"662887833506414592";https://twitter.com/PierceNFools/status/662887833506414592
busha69;2015-11-06 18:18;1;2;"yeah fandom,you can stop calling him hamster now.....change it to koala";;;;"662529462177800192";https://twitter.com/busha69/status/662529462177800192
caramelo_koala;2015-11-04 21:48;0;0;"+ me, who also hate themselves for their weight at times. but we need to stop calling ourselves fat just because we have a few extra +";;;;"661857462769729536";https://twitter.com/caramelo_koala/status/661857462769729536
kacigarciaa;2015-11-04 17:51;0;1;"@Kevinbalderram awe Kev, Miss you too! Even though you kept calling me a koala , I still appreciated the laughs haha!!";;@Kevinbalderram;;"661797968308076544";https://twitter.com/kacigarciaa/status/661797968308076544
ParksVictoria;2015-11-04 16:02;6;0;"Calling all citizen scientists! We need your help this Saturday for the Great Victorian Koala Count: http:// delwp.vic.gov.au/koala-count";;;;"661770453887807488";https://twitter.com/ParksVictoria/status/661770453887807488
Ay_koala;2015-11-03 23:19;0;0;"#NanaMeansKing #NanaMeansKing enjoy 10% discount on ticket by calling 0243426990 pic.twitter.com/suQ1aYGGap";;;#NanaMeansKing #NanaMeansKing;"661517949480620032";https://twitter.com/Ay_koala/status/661517949480620032
muna1hassan;2015-11-03 06:02;0;0;"Its cute that most of ppl are calling me koala";;;;"661257094197198848";https://twitter.com/muna1hassan/status/661257094197198848
chibi_koala;2015-11-02 13:36;0;0;"Calling for @ZueAiiha";;@ZueAiiha;;"661009044522426369";https://twitter.com/chibi_koala/status/661009044522426369
Smiley_Koala;2015-11-01 08:31;0;1;"#MostHauntedLive @reallytvchannel stop calling him a coward because he will do something about it";;@reallytvchannel;#MostHauntedLive;"660569827111759872";https://twitter.com/Smiley_Koala/status/660569827111759872
MikeMilligan11;2015-10-31 02:02;0;8;"Wildfong keeps calling me a reindeer I guess there aren't koala beers in Canada so I can't even be mad";;;;"660109543888809984";https://twitter.com/MikeMilligan11/status/660109543888809984
TheBirdAndTree;2015-10-30 13:55;0;0;"calling out to everyone in Australia 7-22nd Nov to join the Koala Count #savethekoala http:// koalacount.org.au / pic.twitter.com/alhdtJLFtR";;;#savethekoala;"659926554307248128";https://twitter.com/TheBirdAndTree/status/659926554307248128
LismoreCouncil;2015-10-30 12:44;0;0;"Calling landholders! Do you have koala habitat on your property? We are calling for expressions of interest from... http:// fb.me/4eBawwUKa";;;;"659908584550043648";https://twitter.com/LismoreCouncil/status/659908584550043648
MikeDonohue1;2015-10-29 19:11;0;1;"@BristolComSense @bigbrownepaul Koala culling season, again ? :-)";;@BristolComSense @bigbrownepaul;;"659643810889207808";https://twitter.com/MikeDonohue1/status/659643810889207808
jennifermesbah;2015-10-29 14:30;0;0;"@you, stop calling me a little koala .";;@you;;"659573041702260736";https://twitter.com/jennifermesbah/status/659573041702260736
koala_gomez;2015-10-29 12:34;0;0;"The stress is building up, I wanna leave. I swear to god death is fucking calling me";;;;"659543727250268161";https://twitter.com/koala_gomez/status/659543727250268161
carla_koala_;2015-10-26 01:17;0;0;"You can hear the future calling your name today, and you yearn... More for Cancer http:// bit.ly/yk3b9m";;;;"658286206954831873";https://twitter.com/carla_koala_/status/658286206954831873
mripley2121;2015-10-23 09:06;0;0;"Kayla keeps calling me a koala";;;;"657317209983819777";https://twitter.com/mripley2121/status/657317209983819777
KellieLawr;2015-10-20 12:50;0;0;"@Cangi_ Koala I understand but I just like calling him Hook out of habit";;@Cangi_;;"656286441245282305";https://twitter.com/KellieLawr/status/656286441245282305
Cangi_Koala;2015-10-20 12:48;1;1;"I don't know why but I feel bad calling Killian "Hook" now lol IDK, am I alone with that?!? #CaptainSwan #HOOKers";;;#CaptainSwan #HOOKers;"656285847386505216";https://twitter.com/Cangi_Koala/status/656285847386505216
KRlSTENN;2015-10-20 10:56;0;0;"KOALA @Z100NewYork @5SOS @MaxwellsHouse #GENERATIONZ . If people are calling in....I'll never win";;@Z100NewYork @5SOS @MaxwellsHouse;#GENERATIONZ;"656257553769373696";https://twitter.com/KRlSTENN/status/656257553769373696
Angie__hood;2015-10-20 09:40;0;0;"Koala #GENERATIONZ 5SOS IS MY LIFE... I CANT EVEN SPEND ONE DAY WOTHOUT SOMEONE CALLING ME OBSESSED";;;#GENERATIONZ;"656238403097374720";https://twitter.com/Angie__hood/status/656238403097374720
mz55qrf;2015-10-18 02:17;0;0;"@Canine_Rights @cathykaku1 @tweetforcetacea @RJennromao @MonsterbuddyAjx @QuornDawg @oceansos @Koala _Bee Yeah but calling dogs "innocent"?";;@Canine_Rights @cathykaku1 @tweetforcetacea @RJennromao @MonsterbuddyAjx @QuornDawg @oceansos @Koala;;"655402325431877632";https://twitter.com/mz55qrf/status/655402325431877632
